Distrito,Lista/Pacto,Electos,Porcentaje,Votos
17,Válidamente emitidos,0,100.0,28661.0
18,Vanguardia Popular Socialista,0,0.0,0.0
18,Falange Nacional,0,0.0,0.0
18,Alianza Popular Libertadora,0,0.0,0.0
18,Partido Conservador,0,0.0,0.0
18,Partido Liberal,0,11.0,592.0
18,Partido Democrático,0,0.0,0.0
18,Partido Agrario,0,5.82,313.0
18,Frente Popular,2,64.83,3488.0
18,Partido Socialista,0,18.35,987.0
18,Partido Laborista,0,0.0,0.0
18,Partido Laborista Proletario,0,0.0,0.0
18,Partido Radical Socialista Obrero,0,0.0,0.0
18,Partido Regionalista de Magallanes,0,0.0,0.0
18,Candidatura Independiente,0,0.0,0.0
18,Válidamente emitidos,0,100.0,5380.0
19,Vanguardia Popular Socialista,0,0.0,0.0
19,Falange Nacional,0,2.23,274.0
19,Alianza Popular Libertadora,0,0.0,0.0
19,Partido Conservador,1,21.11,2595.0
19,Partido Liberal,1,19.02,2338.0
19,Partido Democrático,0,0.59,72.0
19,Partido Agrario,0,0.0,0.0
19,Frente Popular,2,39.900000000000006,4903.0
19,Partido Socialista,0,17.15,2108.0
19,Partido Laborista,0,0.0,0.0
19,Partido Laborista Proletario,0,0.0,0.0
19,Partido Radical Socialista Obrero,0,0.0,0.0
19,Partido Regionalista de Magallanes,0,0.0,0.0
19,Candidatura Independiente,0,0.0,0.0
19,Válidamente emitidos,0,100.0,12290.0
20,Vanguardia Popular Socialista,0,3.41,474.0
20,Falange Nacional,0,0.0,0.0
20,Alianza Popular Libertadora,0,0.0,0.0
20,Partido Conservador,1,11.34,1575.0
20,Partido Liberal,1,26.0,3612.0
20,Partido Democrático,1,7.47,1037.0
20,Partido Agrario,0,0.0,0.0
20,Frente Popular,3,39.620000000000005,5503.0
20,Partido Socialista,0,12.16,1689.0
20,Partido Laborista,0,0.0,0.0
20,Partido Laborista Proletario,0,0.0,0.0
20,Partido Radical Socialista Obrero,0,0.0,0.0
20,Partido Regionalista de Magallanes,0,0.0,0.0
20,Candidatura Independiente,0,0.0,0.0
20,Válidamente emitidos,0,100.0,13890.0
21,Vanguardia Popular Socialista,1,3.21,820.0
21,Falange Nacional,0,2.84,726.0
21,Alianza Popular Libertadora,0,0.0,0.0
21,Partido Conservador,1,9.65,2467.0
21,Partido Liberal,1,14.4,3683.0
21,Partido Democrático,0,5.21,1333.0
21,Partido Agrario,2,14.93,3817.0
21,Frente Popular,4,35.61,9105.0
21,Partido Socialista,1,14.16,3620.0
21,Partido Laborista,0,0.0,0.0
21,Partido Laborista Proletario,0,0.0,0.0
21,Partido Radical Socialista Obrero,0,0.0,0.0
21,Partido Regionalista de Magallanes,0,0.0,0.0
21,Candidatura Independiente,0,0.0,0.0
21,Válidamente emitidos,0,100.0,25571.0
22,Vanguardia Popular Socialista,0,4.72,745.0
22,Falange Nacional,0,0.0,0.0
22,Alianza Popular Libertadora,1,13.45,2121.0
22,Partido Conservador,0,3.28,517.0
22,Partido Liberal,1,13.54,2136.0
22,Partido Democrático,0,0.0,0.0
22,Partido Agrario,0,0.0,0.0
22,Frente Popular,2,38.93,6140.0
22,Partido Socialista,1,26.07,4111.0
22,Partido Laborista,0,0.0,0.0
22,Partido Laborista Proletario,0,0.0,0.0
22,Partido Radical Socialista Obrero,0,0.0,0.0
22,Partido Regionalista de Magallanes,0,0.0,0.0
22,Candidatura Independiente,0,0.0,0.0
22,Válidamente emitidos,0,100.0,15770.0
23,Vanguardia Popular Socialista,0,3.73,325.0
23,Falange Nacional,0,0.0,0.0
23,Alianza Popular Libertadora,0,9.18,799.0
23,Partido Conservador,0,10.94,952.0
23,Partido Liberal,1,10.89,948.0
23,Partido Democrático,0,0.0,0.0
23,Partido Agrario,0,0.0,0.0
23,Frente Popular,2,23.05,2006.0
23,Partido Socialista,0,42.2,3672.0
23,Partido Laborista,0,0.0,0.0
23,Partido Laborista Proletario,0,0.0,0.0
23,Partido Radical Socialista Obrero,0,0.0,0.0
23,Partido Regionalista de Magallanes,0,0.0,0.0
23,Candidatura Independiente,0,0.0,0.0
23,Válidamente emitidos,0,100.0,8702.0
24,Vanguardia Popular Socialista,0,0.0,0.0
24,Falange Nacional,0,0.0,0.0
24,Alianza Popular Libertadora,0,0.0,0.0
24,Partido Conservador,1,30.31,3047.0
24,Partido Liberal,0,10.99,1105.0
24,Partido Democrático,0,0.0,0.0
24,Partido Agrario,0,0.0,0.0
24,Frente Popular,2,21.61,2173.0
24,Partido Socialista,0,37.08,3727.0
24,Partido Laborista,0,0.0,0.0
24,Partido Laborista Proletario,0,0.0,0.0
24,Partido Radical Socialista Obrero,0,0.0,0.0
24,Partido Regionalista de Magallanes,0,0.0,0.0
24,Candidatura Independiente,0,0.0,0.0
24,Válidamente emitidos,0,100.0,10052.0
25,Vanguardia Popular Socialista,0,0.0,0.0
25,Falange Nacional,0,2.67,159.0
25,Alianza Popular Libertadora,0,0.0,0.0
25,Partido Conservador,1,25.79,1537.0
25,Partido Liberal,1,17.47,1041.0
25,Partido Democrático,0,0.0,0.0
25,Partido Agrario,0,0.0,0.0
25,Frente Popular,1,39.9,2378.0
25,Partido Socialista,0,14.18,845.0
25,Partido Laborista,0,0.0,0.0
25,Partido Laborista Proletario,0,0.0,0.0
25,Partido Radical Socialista Obrero,0,0.0,0.0
25,Partido Regionalista de Magallanes,0,0.0,0.0
25,Candidatura Independiente,0,0.0,0.0
25,Válidamente emitidos,0,100.0,5960.0
26,Vanguardia Popular Socialista,0,0.0,0.0
26,Falange Nacional,0,0.0,0.0
26,Alianza Popular Libertadora,0,0.0,0.0
26,Partido Conservador,0,0.0,0.0
26,Partido Liberal,0,0.0,0.0
26,Partido Democrático,0,0.0,0.0
26,Partido Agrario,0,0.0,0.0
26,Frente Popular,0,37.7,2042.0
26,Partido Socialista,1,42.76,2316.0
26,Partido Laborista,0,0.0,0.0
26,Partido Laborista Proletario,0,0.0,0.0
26,Partido Radical Socialista Obrero,0,0.0,0.0
26,Partido Regionalista de Magallanes,0,19.53,1058.0
26,Candidatura Independiente,0,0.0,0.0
26,Válidamente emitidos,0,100.0,5416.0
71,Vanguardia Popular Socialista,1,5.7,3468.0
71,Falange Nacional,1,6.37,3878.0
71,Alianza Popular Libertadora,0,0.43,260.0
71,Partido Conservador,3,16.56,10076.0
71,Partido Liberal,2,8.19,4985.0
71,Partido Democrático,0,0.29,177.0
71,Partido Agrario,0,0.0,0.0
71,Frente Popular,8,42.11,25621.0
71,Partido Socialista,3,17.35,10559.0
71,Partido Laborista,0,2.15,1306.0
71,Partido Laborista Proletario,0,0.11,64.0
71,Partido Radical Socialista Obrero,0,0.75,456.0
71,Partido Regionalista de Magallanes,0,0.0,0.0
71,Candidatura Independiente,0,0.0,0.0
71,Válidamente emitidos,0,100.0,60850.0
72,Vanguardia Popular Socialista,0,1.72,292.0
72,Falange Nacional,0,3.52,597.0
72,Alianza Popular Libertadora,0,0.0,0.0
72,Partido Conservador,2,25.03,4248.0
72,Partido Liberal,0,9.95,1689.0
72,Partido Democrático,0,0.0,0.0
72,Partido Agrario,0,0.0,0.0
72,Frente Popular,2,40.22,6825.0
72,Partido Socialista,1,18.96,3217.0
72,Partido Laborista,0,0.61,103.0
72,Partido Laborista Proletario,0,0.0,0.0
72,Partido Radical Socialista Obrero,0,0.0,0.0
72,Partido Regionalista de Magallanes,0,0.0,0.0
72,Candidatura Independiente,0,0.0,0.0
72,Válidamente emitidos,0,100.0,16971.0
73,Vanguardia Popular Socialista,0,8.23,1682.0
73,Falange Nacional,0,0.0,0.0
73,Alianza Popular Libertadora,0,0.0,0.0
73,Partido Conservador,2,20.22,4132.0
73,Partido Liberal,0,11.9,2433.0
73,Partido Democrático,0,0.0,0.0
73,Partido Agrario,0,0.0,0.0
73,Frente Popular,2,40.410000000000004,8257.0
73,Partido Socialista,1,19.23,3930.0
73,Partido Laborista,0,0.01,3.0
73,Partido Laborista Proletario,0,0.0,0.0
73,Partido Radical Socialista Obrero,0,0.0,0.0
73,Partido Regionalista de Magallanes,0,0.0,0.0
73,Candidatura Independiente,0,0.0,0.0
73,Válidamente emitidos,0,100.0,20437.0
